"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","status"
"KLF3-AS1",-0.242377202082489,6.22724465637025,-4.14343073689917,4.73250375449675e-05,0.000194580135842565,1.32676969717994,"Not Significant"
"TTC24",-0.128757355159516,5.76696509300142,-4.14283671099081,4.74396479850331e-05,0.000195011222237714,1.32448579870951,"Not Significant"
"COL18A1-AS1",-0.133921902130886,4.59617354680961,-4.1424855391115,4.75075270341809e-05,0.000195250070983689,1.32313575376787,"Not Significant"
"LSM4",0.171494828651971,7.92845597565604,4.14237358941866,4.75291855910268e-05,0.000195298900019578,1.32270539528053,"Not Significant"
"GMPPB",-0.141391688051726,6.68678881496257,-4.14159090762907,4.76808719460177e-05,0.000195881887340551,1.31969688105293,"Not Significant"
"IL10",-0.204305037065725,4.95104634964181,-4.14104412321813,4.7787114488557e-05,0.000196277981656269,1.31759541401324,"Not Significant"
"G3BP1",0.192115961506092,9.23632731316617,4.13912790109824,4.81612299595088e-05,0.000197773932403624,1.31023265801361,"Not Significant"
"KANK2",0.207385839501129,7.19666728797343,4.13881922344008,4.82217556142891e-05,0.00019798177731548,1.30904689297924,"Not Significant"
"EPB42",-0.123207866458762,4.56506513914738,-4.13875740096458,4.82338865115672e-05,0.000197990885569676,1.30880941519272,"Not Significant"
"TBC1D28",-0.115430061720126,4.74989582202824,-4.13850200365974,4.82840318080568e-05,0.000198155999863186,1.30782839377195,"Not Significant"
"SAXO2",-0.147237382720727,4.03106945618851,-4.13718729289313,4.8542953032575e-05,0.000199177679513692,1.30277921192445,"Not Significant"
"ZNF543",0.146936863800878,5.74702567731205,4.13694522252028,4.85907709113213e-05,0.000199332934520996,1.30184968572762,"Not Significant"
"RPS18P9",-0.167895283244405,8.19845250617823,-4.13667394106615,4.86444124532505e-05,0.000199512011158363,1.30080804788386,"Not Significant"
"DCTN1",0.151301696657682,7.48766633976885,4.13616341108855,4.87455147550931e-05,0.000199885631639957,1.29884792937619,"Not Significant"
"CCNE1",0.235888995644491,5.0445386586217,4.13604598228947,4.87687979891959e-05,0.000199940059736494,1.29839710526826,"Not Significant"
"SERPINA7",-0.0881196878348889,3.38490517188409,-4.13595992801527,4.87858671639156e-05,0.000199968994609491,1.29806673899775,"Not Significant"
"PRSS2",-1.15117137353425,10.8122852161031,-4.13570580894051,4.88363058631934e-05,0.000200134668303534,1.29709119908548,"Downregulated"
"SNCB",-0.182366542141894,5.39342454934941,-4.13560033896229,4.88572546230444e-05,0.00020017944694168,1.29668632472843,"Not Significant"
"SEC14L5",-0.157611116673729,5.48252055346754,-4.13477178854834,4.90221221777526e-05,0.000200813754794592,1.29350602648289,"Not Significant"
"GTF2E2",-0.203583041593387,7.40271670210247,-4.13471234373174,4.90339710730673e-05,0.000200821106871734,1.29327787542453,"Not Significant"
"SLC4A8",-0.211949577502001,5.41965017261283,-4.13426276473267,4.91236723365333e-05,0.000201147238878621,1.29155246927092,"Not Significant"
"EHMT1",0.124897979934349,6.73859493292727,4.13407512859505,4.9161156301118e-05,0.000201259466275575,1.29083240244324,"Not Significant"
"S100A12",-0.442843784999061,4.32333778971268,-4.13288281339661,4.93999826625381e-05,0.000202195748709331,1.28625747120251,"Not Significant"
"FNDC8",-0.136529212097631,4.15461367868626,-4.13276496135056,4.94236489878886e-05,0.000202251170842878,1.28580533325799,"Not Significant"
"NTNG1",-0.192358679291242,4.49373503564591,-4.13261248315144,4.94542847721296e-05,0.0002023350848092,1.28522036908095,"Not Significant"
"PGAM2",-0.188083938631846,6.02804196683162,-4.13226561784663,4.95240441220347e-05,0.000202579000060111,1.28388973195927,"Not Significant"
"PMF1-BGLAP",-0.213477933997675,6.40361962040596,-4.13216806075557,4.95436810895466e-05,0.000202617830893244,1.28351550301704,"Not Significant"
"SLC12A2",0.413593277199778,8.46065851942121,4.13147656632294,4.96830829097334e-05,0.000203146345555581,1.28086315032728,"Not Significant"
"ATP6V0C",0.322348490562304,9.28713299358797,4.13102034559512,4.97752594717136e-05,0.000203481586714697,1.27911344341887,"Not Significant"
"OTUB1",0.338719241071137,8.21298569282046,4.13096360346013,4.97867352654737e-05,0.000203486852914379,1.27889583655407,"Not Significant"
"CFAP53",-0.132065916709628,4.29052922299379,-4.13024732147604,4.99318166268717e-05,0.000204038073916763,1.27614910814792,"Not Significant"
"CT47A10",-0.167287795690664,6.40588090248009,-4.12989266724827,5.00038002339328e-05,0.000204290428691465,1.27478926749325,"Not Significant"
"ALPK1",0.271385710491101,6.78042452554651,4.12863265783831,5.02603436290037e-05,0.000205264227737419,1.26995886790753,"Not Significant"
"C9orf152",0.346657919068678,4.08234129736408,4.12862107178363,5.02627084141242e-05,0.000205264227737419,1.2699144572849,"Not Significant"
"RTP3",-0.0972295354506469,3.51615591020823,-4.1283848901231,5.03109376813284e-05,0.000205419188317018,1.26900917054172,"Not Significant"
"KCNH5",-0.087871747153033,3.43430263346537,-4.12800517330103,5.03885699512774e-05,0.000205671696030409,1.2675538061749,"Not Significant"
"PDXK",0.158741096373316,7.57676248273752,4.12798168708299,5.03933754066698e-05,0.000205671696030409,1.26746379289263,"Not Significant"
"SZRD1",0.256612250101214,7.92244890549325,4.12707123812612,5.05799972876128e-05,0.00020639118811497,1.26397474837559,"Not Significant"
"USP6NL-AS1",-0.232498305704775,6.55499474896616,-4.12687564847675,5.06201747516632e-05,0.000206480162704451,1.26322529207241,"Not Significant"
"TXN",0.455585667246757,8.59711183301952,4.1268644450034,5.06224770583606e-05,0.000206480162704451,1.26318236377163,"Not Significant"
"ZNF765",0.116558390823331,8.01201091209836,4.12462921427381,5.10838184648896e-05,0.000208319352800675,1.25461966131533,"Not Significant"
"OR5K2",-0.0965509992531852,3.01804660646976,-4.12456406622846,5.10973246709676e-05,0.000208331896913228,1.25437015308895,"Not Significant"
"NRTN",-0.208091062509811,6.26116837645719,-4.12426449452709,5.11594744013406e-05,0.000208542722794363,1.25322287787406,"Not Significant"
"SPNS3",-0.120926710771885,4.97802276020012,-4.1240500267721,5.12040125708482e-05,0.000208681686817001,1.25240157118884,"Not Significant"
"USH1G",-0.188766022674304,5.08937283504355,-4.12390782597569,5.12335635616459e-05,0.000208759526434173,1.25185703205933,"Not Significant"
"DRICH1",-0.11222354289531,3.67201863573636,-4.12324902095489,5.13706832993156e-05,0.000209275551340104,1.24933443792877,"Not Significant"
"SVOPL",-0.102575242153548,4.37708151625378,-4.12296723629869,5.14294390621845e-05,0.00020947218919822,1.24825557850922,"Not Significant"
"MAD2L2",-0.11848601628241,6.87334233271042,-4.12212743921339,5.16049279969682e-05,0.000210144104344841,1.24504065503542,"Not Significant"
"MAS1L",-0.103503636109648,3.78473723521751,-4.12192285264787,5.16477660238983e-05,0.000210275678467457,1.24425753980987,"Not Significant"
"EXD2",-0.18340884116704,7.12123618311703,-4.12170281329323,5.16938775306384e-05,0.000210420523700218,1.24341531212323,"Not Significant"
"FADS2",0.403444732424937,7.19115601832931,4.12156819360258,5.17221078221213e-05,0.000210492539046262,1.24290005793405,"Not Significant"
"SPATA31D1",-0.118166842987741,3.93602017861708,-4.12128794546127,5.17809241503044e-05,0.000210688975143243,1.24182746057562,"Not Significant"
"ENOX1",0.197602932179245,5.25897614491731,4.12106480209615,5.18278013685869e-05,0.000210836762634655,1.24097346631522,"Not Significant"
"ADCY2",0.173062016659471,5.52922418401425,4.12003622698507,5.2044404676385e-05,0.000211674799227472,1.23703751457744,"Not Significant"
"HDHD5-AS1",-0.168850886743864,4.96383811164989,-4.11906254014977,5.22502443967488e-05,0.000212468725891828,1.23331238401981,"Not Significant"
"CSDC2",-0.258525400612576,6.07475156024774,-4.11839628592107,5.23915391881126e-05,0.000212991545006163,1.23076386915156,"Not Significant"
"ZNF37BP",-0.184128056604178,6.78069337586028,-4.11835577227723,5.2400142793646e-05,0.000212991545006163,1.23060891037918,"Not Significant"
"SLC2A3",0.501007472811107,10.0357322498413,4.11816119678815,5.2441482234933e-05,0.000213116208781394,1.22986470597312,"Not Significant"
"CLEC5A",0.390962901797336,5.16372138932476,4.11795945974334,5.24843760512255e-05,0.000213243730174001,1.22909314255425,"Not Significant"
"EDDM3A",-0.108826492016233,3.34752052810631,-4.11791321448796,5.24942135408814e-05,0.000213243730174001,1.22891627759027,"Not Significant"
"ONECUT1",-0.456496768837628,7.55994309118715,-4.11770710829985,5.25380787185262e-05,0.000213378524669346,1.2281280454985,"Not Significant"
"NPAS2",0.332036430520557,7.7546595740049,4.11692710838537,5.27044011915513e-05,0.000214010512177281,1.22514532532387,"Not Significant"
"FAAH2",-0.349121286135809,5.97704238245189,-4.11581414081855,5.29425931329102e-05,0.000214934015292022,1.22089018562445,"Not Significant"
"ERMAP",-0.138082240864951,5.63219911265514,-4.11525564847359,5.3062505360902e-05,0.000215377053866827,1.2187553127735,"Not Significant"
"PFKM",0.243406850965803,6.75525529634125,4.11339776829878,5.34632715102408e-05,0.000216959647530587,1.21165525595834,"Not Significant"
"SNORD115-34",-0.101128826686423,2.80718434166912,-4.11292022305725,5.3566748775715e-05,0.000217335413375204,1.20983072326671,"Not Significant"
"ACTE1P",-0.119517174652697,4.30274852688853,-4.11277600627797,5.35980360216566e-05,0.000217418190799466,1.20927975773861,"Not Significant"
"PEAK1",0.318917699111448,7.68197300159347,4.11259804206293,5.36366686517446e-05,0.000217525742253054,1.2085998866815,"Not Significant"
"LOC646903",-0.176635819585367,4.99893133201278,-4.11255355289604,5.36463305466379e-05,0.000217525742253054,1.20842993011539,"Not Significant"
"DNM1L",0.28704412752445,7.54340125395876,4.11210351824627,5.3744159748943e-05,0.000217878190952991,1.20671080707182,"Not Significant"
"ZNF546",-0.204122565841917,3.6305080731167,-4.11173274311423,5.38248871617735e-05,0.000218161180229153,1.20529457644277,"Not Significant"
"GUSBP5",-0.147208201345678,6.11803016267975,-4.11119459074426,5.39422626479818e-05,0.000218592565252747,1.20323922083385,"Not Significant"
"ACCSL",-0.142304362266649,4.22352761866489,-4.11111466833497,5.39597151839204e-05,0.00021861893531108,1.20293399453942,"Not Significant"
"HTR2B",0.315926133169663,4.68030914874655,4.1109650010637,5.39924122803479e-05,0.000218707045809708,1.20236242419161,"Not Significant"
"LOC440311",-0.254174347525218,9.26205465047006,-4.11022825725705,5.41536407160021e-05,0.000219315656865658,1.19954910703282,"Not Significant"
"DDI1",-0.0991490638446422,3.91423315942131,-4.11014900469861,5.4171011599599e-05,0.000219341533689518,1.1992465006609,"Not Significant"
"CREBL2",-0.220799654252566,8.30568406197278,-4.1085742174925,5.45172830081885e-05,0.000220675447522386,1.19323461405033,"Not Significant"
"CD46",0.212534483210437,9.46369440592354,4.10855035594917,5.45225459859306e-05,0.000220675447522386,1.19314353592513,"Not Significant"
"DDIAS",0.136749386105189,3.81153023632028,4.10849926863308,5.45338155951256e-05,0.000220676343739271,1.19294854015058,"Not Significant"
"KCTD19",-0.124505447184458,4.35887401924446,-4.10811765641519,5.46180676346167e-05,0.000220972510215482,1.19149202660862,"Not Significant"
"AKR7A3",-0.366535208236152,7.72106044096324,-4.10678886246609,5.49124070032103e-05,0.000222076829502301,1.18642128604124,"Not Significant"
"ZNF19",-0.133827388417389,5.50473634861317,-4.10678502021246,5.49132602839623e-05,0.000222076829502301,1.18640662588498,"Not Significant"
"RXYLT1",-0.199057284998688,6.40527889973713,-4.10652910704708,5.49701214823456e-05,0.000222261782689954,1.1854302135189,"Not Significant"
"INKA2",-0.137901313194606,4.92075542162894,-4.10632915215543,5.50145883976714e-05,0.000222396557104855,1.18466734139975,"Not Significant"
"ATP7A",0.223549827642244,6.8931771621807,4.10567969660627,5.51592540642973e-05,0.000222936248620048,1.18218974743564,"Not Significant"
"SLC38A6",0.315321185681634,6.74950602628392,4.10553674220594,5.51911456910047e-05,0.000223020017000228,1.18164443947677,"Not Significant"
"TAL1",-0.178247127563782,4.80881894794433,-4.10503189341229,5.53039128559097e-05,0.000223430492593839,1.17971879603495,"Not Significant"
"PI16",-0.478608010788538,6.45741167591817,-4.1048037545673,5.53549438356312e-05,0.000223591435424246,1.17884867409771,"Not Significant"
"ARHGAP44",-0.152077700474343,5.5713821378687,-4.10430314582993,5.54670792851251e-05,0.000223999078374664,1.17693949872661,"Not Significant"
"LHB",-0.21156670045784,6.42175003953525,-4.1038298198397,5.55733025685841e-05,0.000224382685568001,1.1751345577791,"Not Significant"
"PWWP2B",-0.170868525815924,5.84643993508283,-4.10352234979381,5.56424085066252e-05,0.000224616303054028,1.17396217460848,"Not Significant"
"LACTB2",0.212160835661088,5.74359938134636,4.10341759745502,5.56659709924241e-05,0.000224666014266049,1.17356277140391,"Not Significant"
"ST3GAL2",0.213106721102815,6.34606654996293,4.10303863215996,5.57512930826847e-05,0.000224964914754251,1.17211791388218,"Not Significant"
"SLC25A5",-0.270350040051925,9.81370256189048,-4.10179212366187,5.6032818248637e-05,0.000226055243728191,1.16736624575042,"Not Significant"
"DBX1",-0.175349173382587,5.3863713249614,-4.10141453018498,5.61183651529609e-05,0.000226354649750655,1.16592711365355,"Not Significant"
"HSD3B2",-0.113433468173884,3.53663882668609,-4.10127084959585,5.61509498556491e-05,0.000226440353809153,1.16537953021762,"Not Significant"
"TSPOAP1",-0.140434147645722,5.71096001620426,-4.1008520752367,5.62460247979107e-05,0.000226777977253425,1.16378362749716,"Not Significant"
"HSCB",-0.109875053236515,5.40427004838742,-4.10079309444693,5.62594276113143e-05,0.000226786237559716,1.16355886961045,"Not Significant"
"LINC01547",-0.140087883753123,5.44506278561631,-4.10073989796662,5.62715186071854e-05,0.000226789207558499,1.16335615637994,"Not Significant"
"CTXN3",-0.0984591355259106,3.76842968047643,-4.09976289598626,5.64940217313149e-05,0.000227640022203204,1.15963354889947,"Not Significant"
"STX16",0.174090705901777,7.88161931849726,4.09944446544106,5.65667223373646e-05,0.000227886993135644,1.15842042009287,"Not Significant"
"ZNF718",-0.176278326966054,5.81297100386185,-4.09931386219236,5.65965660317554e-05,0.000227922112758369,1.15792288294672,"Not Significant"
"LYZL6",-0.0714199847857468,3.73802670488023,-4.09930644348864,5.65982617042911e-05,0.000227922112758369,1.15789462157704,"Not Significant"
"MRPS22",-0.183377297319375,5.40287162743125,-4.09850171725664,5.67824835115249e-05,0.000228617884631969,1.15482930059436,"Not Significant"
"NKX2-1",-0.143107663125559,3.99294534840397,-4.09797042890068,5.69044216453156e-05,0.000229062659803211,1.15280583139954,"Not Significant"
"DMWD",0.188796600856686,6.71795877098229,4.09779468922226,5.69448112668379e-05,0.000229157943507984,1.15213655798306,"Not Significant"
"ATXN2L",0.164736599658815,7.21086857177952,4.0977305035893,5.69595696316927e-05,0.000229157943507984,1.1518921245941,"Not Significant"
"NOXRED1",-0.138771528964179,4.77696737237133,-4.09771771430435,5.69625107398188e-05,0.000229157943507984,1.15184342050556,"Not Significant"
"COL6A2",0.282304801455521,8.52311002727307,4.09757273467264,5.69958613313831e-05,0.000229245939233397,1.1512913190601,"Not Significant"
"PDHA1",-0.360923623562179,8.15508817840656,-4.09678200838746,5.7178084930948e-05,0.000229932568635143,1.1482804284392,"Not Significant"
"ZNF512",0.27007998382842,7.03958079737782,4.0962916390989,5.72913697685789e-05,0.000230341751158936,1.14641347682668,"Not Significant"
"GOLT1A",-0.198171273529833,5.94935496321432,-4.09612062105685,5.73309285440371e-05,0.000230454410694022,1.14576241645335,"Not Significant"
"FOXA1",0.279753418406247,5.68084491305894,4.09552766099282,5.74682898837685e-05,0.000230960084937302,1.14350521884616,"Not Significant"
"RFESD",-0.140367310789227,3.65349272362587,-4.09457313318185,5.76900687303027e-05,0.000231804754137812,1.13987225213926,"Not Significant"
"ARHGEF25",0.290043876067498,6.4415226335006,4.09445702101909,5.77171022751113e-05,0.000231864842168344,1.13943037533605,"Not Significant"
"LINC01711",0.149721615892456,5.49952854509368,4.09440919950866,5.77282397167904e-05,0.000231864842168344,1.13924838881537,"Not Significant"
"ANGPTL5",-0.0955892908213367,3.06419375897656,-4.09425466826511,5.77642434394117e-05,0.000231962806284441,1.13866032710147,"Not Significant"
"RAPGEF5",-0.280332054427219,7.11425273807801,-4.09410086218713,5.78000994556358e-05,0.000232060137995351,1.138075044127,"Not Significant"
"ZNF681",-0.162008353690681,3.59313938648366,-4.09400752587276,5.78218688082596e-05,0.000232100885766917,1.13771987791108,"Not Significant"
"RPL32",-0.233941162830566,6.56480321947183,-4.09335336424367,5.79746620241726e-05,0.000232667450124739,1.13523083945485,"Not Significant"
"RBP7",-0.416646107707492,4.82438264964857,-4.09324246985903,5.80006018523757e-05,0.000232724793370702,1.13480892848032,"Not Significant"
"RAD54L",0.130842375493338,4.89146769645416,4.09200090930433,5.82917772541466e-05,0.000233846145586328,1.13008594087455,"Not Significant"
"NFKB2",0.208633147009489,7.0849932785876,4.09151971374191,5.84050031470305e-05,0.000234253319851162,1.1282557724763,"Not Significant"
"EP400P1",-0.102184839059018,5.24089810524181,-4.09118350685951,5.8484237363209e-05,0.000234524022704826,1.12697716179531,"Not Significant"
"VAMP8",0.307366302271479,9.55595646820099,4.09076156919993,5.85838207814409e-05,0.0002348762015834,1.12537264215474,"Not Significant"
"ZRANB3",-0.152498013054113,5.3284048350437,-4.09043213049632,5.86616854074987e-05,0.000235141180880871,1.12411997209917,"Not Significant"
"EEPD1",0.231127405596625,6.15412043710666,4.08966826553978,5.88426086331724e-05,0.000235819074004612,1.12121576084366,"Not Significant"
"GPR61",-0.13524568579651,5.43668884023032,-4.08938438919697,5.89099808342894e-05,0.000236041716586579,1.12013658440177,"Not Significant"
"LSG1",0.173538878034539,7.32994774014143,4.08918322888017,5.89577665807032e-05,0.000236185806193936,1.11937189834056,"Not Significant"
"ZSCAN1",-0.146704959531811,6.14273401594835,-4.08874187250816,5.90627404857919e-05,0.000236558888803531,1.11769425128282,"Not Significant"
"SST",-0.80227124295165,7.83869412175912,-4.0878987290294,5.92637722638416e-05,0.000237316476984357,1.11448980223495,"Not Significant"
"IFRD2",-0.161927880379149,6.52219682343202,-4.08765266885187,5.93225634971806e-05,0.000237504286087931,1.11355473483964,"Not Significant"
"RFPL4A",-0.171270650641848,3.74407402885601,-4.08724730034835,5.94195395211505e-05,0.000237844866211515,1.11201437746385,"Not Significant"
"METTL8",0.154814633834748,6.13323514789642,4.08711104283294,5.94521702170641e-05,0.000237927799622448,1.11149664316648,"Not Significant"
"SPRING1",0.203435459870254,7.56893136728975,4.08671188703754,5.9547857599674e-05,0.000238263002342926,1.10998006718441,"Not Significant"
"CAVIN2",-0.265930060359932,5.48754307257336,-4.08666015575527,5.95602695859809e-05,0.000238264935852269,1.1097835257388,"Not Significant"
"SNORA13",-0.241433546736632,4.4993394400867,-4.08590026407901,5.97428761473982e-05,0.0002389475787281,1.10689673644053,"Not Significant"
"SLC36A1",0.268000308614744,6.74873400739473,4.0856551400133,5.9801894642286e-05,0.000239135744461466,1.10596562233647,"Not Significant"
"WNT7B",0.279290140954185,5.06428700256413,4.08524330984993,5.99011760301796e-05,0.000239484805850042,1.10440137745847,"Not Significant"
"FOXI2",-0.21593375375438,6.21124317521652,-4.08509850126457,5.99361228622777e-05,0.000239576569551958,1.10385138698099,"Not Significant"
"XIRP2",-0.0766959801275271,3.53778600067738,-4.08440939895844,6.01026910936143e-05,0.000240194308104012,1.10123437319014,"Not Significant"
"DIMT1",-0.160383607616547,7.05071436561875,-4.08424435011675,6.01426517390839e-05,0.000240305926352563,1.10060762181303,"Not Significant"
"FAM219B",0.168859207867994,5.53088790076316,4.08417301748667,6.01599302049916e-05,0.0002403268891829,1.10033675230255,"Not Significant"
"CHRNA7",-0.304202631286728,5.95189551499632,-4.08401318280852,6.01986631523577e-05,0.000240433532854468,1.09972983124296,"Not Significant"
"SNRNP70",-0.142914716781045,8.48313709390809,-4.08370100642546,6.02743817944191e-05,0.00024068782526224,1.09854450086862,"Not Significant"
"ZNF771",-0.186541497989329,5.09861755502938,-4.08245315748838,6.05779558311714e-05,0.0002418087738167,1.0938072189673,"Not Significant"
"PRSS55",-0.0846679395353505,3.32297596086607,-4.08244761143209,6.0579308309741e-05,0.0002418087738167,1.09378616696029,"Not Significant"
"OR4K1",-0.113833545478146,3.7095718657059,-4.08187083048207,6.07201210852675e-05,0.000242322417294132,1.09159692785298,"Not Significant"
"ZNF492",-0.175761043817574,4.3989074445082,-4.08139484983898,6.08365597062001e-05,0.000242738602391458,1.08979049066299,"Not Significant"
"PGM5",-0.25717828933602,6.10846538452385,-4.08097581319066,6.09392442226238e-05,0.000243099753166105,1.08820031845283,"Not Significant"
"FMN2",-0.19928995913994,4.39865704148185,-4.08037416816844,6.10869655082942e-05,0.00024364038519622,1.08591742714366,"Not Significant"
"ZBTB49",-0.127124891714232,5.47330359765372,-4.08019760471363,6.11303816580445e-05,0.000243764871878175,1.08524752757456,"Not Significant"
"DPP6",-0.298992662358383,4.9573370974887,-4.08004658735734,6.11675394610996e-05,0.000243864357923354,1.0846745724909,"Not Significant"
"PPP1R3F",-0.192905942308104,6.02113585853251,-4.07959608765351,6.12785127352351e-05,0.000244230887373107,1.0829655004388,"Not Significant"
"SERTAD4BP",-0.338829454490194,4.73828002930418,-4.07957411808061,6.12839294840298e-05,0.000244230887373107,1.08288215811631,"Not Significant"
"ADH1C",-0.592127698788614,6.59589481321629,-4.07943534376343,6.13181557853808e-05,0.000244318540526071,1.08235572204423,"Not Significant"
"SLC22A7",-0.0925964597013422,4.24308111538751,-4.07921137468197,6.1373432324614e-05,0.000244490015407228,1.08150613513657,"Not Significant"
"RDH8",-0.136577086023841,4.48132674514555,-4.07881998014209,6.14701441724676e-05,0.000244826452582426,1.08002154693263,"Not Significant"
"MAN1B1",0.131639751624967,6.4821819737045,4.07875022074231,6.14873966462148e-05,0.000244846343822068,1.07975695742476,"Not Significant"
"FAM161A",-0.197962516081756,4.40599162419114,-4.07855660536507,6.15353046040989e-05,0.00024498827469848,1.07902261684077,"Not Significant"
"MINAR2",-0.0880624952877769,3.08203459935694,-4.07847650400427,6.15551351861918e-05,0.000245018387845555,1.07871881884884,"Not Significant"
"MIR1-1",-0.0809752014089602,3.03266487291759,-4.07798610358566,6.16766757258737e-05,0.0002454532617949,1.0768590052949,"Not Significant"
"SOAT1",-0.281786865266652,8.00300783331743,-4.07765286733182,6.17593952099855e-05,0.000245733497992878,1.07559533824695,"Not Significant"
"PRCC",0.214506154708493,7.5015744683083,4.07743234956246,6.18141925965586e-05,0.000245902545891986,1.07475916099263,"Not Significant"
"SMG1P5",0.179461174656051,10.2113520340572,4.07719962222186,6.1872074222519e-05,0.000246083793413101,1.07387672916683,"Not Significant"
"CEND1",-0.188909525202852,6.62997083405918,-4.0760249994507,6.21650034689127e-05,0.000247199637524997,1.06942358303236,"Not Significant"
"VN1R1",0.21052287829874,4.32394506947528,4.07466856956222,6.25049156568273e-05,0.000248501828290101,1.0642825719164,"Not Significant"
"BARD1",0.263134267078728,5.95789003641697,4.07321352730398,6.28715072977311e-05,0.000249909549604951,1.05876946512908,"Not Significant"
"TMEM239",-0.14174408956391,6.3262796178705,-4.07300092739357,6.29252421028141e-05,0.000250033022134809,1.05796407462456,"Not Significant"
"VPS45",0.216666801238167,8.01304465656394,4.07299157868157,6.29276060013859e-05,0.000250033022134809,1.05792865981511,"Not Significant"
"GYPE",-0.158245104325811,5.08959240788649,-4.07289412448997,6.29522531309941e-05,0.000250081206053794,1.05755948786462,"Not Significant"
"PHF19",0.162404830596639,5.66096452656517,4.07224064950442,6.31177611262571e-05,0.000250688836893191,1.05508421949424,"Not Significant"
"KCNB2",-0.252504970332549,4.58419319603546,-4.07216640084662,6.31365925544804e-05,0.000250713777273,1.05480299822966,"Not Significant"
"TNNI2",0.249636355230283,6.27576657751428,4.07165396583331,6.32667056529903e-05,0.000251180516540017,1.05286224144266,"Not Significant"
"XAGE1A",-0.110494143993404,4.39134147900737,-4.07107776765823,6.34133139810836e-05,0.000251712546394707,1.0506802469096,"Not Significant"
"INSRR",-0.155566546129415,5.1762874934677,-4.07061479754316,6.35313468643037e-05,0.00025213096011675,1.04892722845384,"Not Significant"
"ATP6V0E1",0.33508637794858,10.5036379160502,4.06985829806109,6.37246646339524e-05,0.000252847924393835,1.04606314588405,"Not Significant"
"GCNA",-0.224782373487654,4.47172365414034,-4.06958245813224,6.3795292745329e-05,0.000253077890227448,1.04501894012947,"Not Significant"
"NT5DC1",-0.232699528760138,6.63489443773674,-4.06931942724715,6.38627105715539e-05,0.000253295031961123,1.04402328103647,"Not Significant"
"ZNF74",-0.117721368597272,5.69487676953486,-4.06901608236728,6.39405455892672e-05,0.000253553396386743,1.04287508967575,"Not Significant"
"RNF25",0.142562606897749,5.69509563162682,4.06888138030852,6.39751376422555e-05,0.000253640214225171,1.04236525251443,"Not Significant"
"TRPC4AP",0.123898545972063,8.26680362327442,4.06871489177276,6.4017917225066e-05,0.000253759452005054,1.04173512623331,"Not Significant"
"RPS2P32",-0.134753320425018,7.23995416807423,-4.06769183964134,6.42813913254863e-05,0.000254753275860171,1.03786356843471,"Not Significant"
"VTN",-0.299950539463739,5.58299174843717,-4.06622115393458,6.46619577844883e-05,0.000256210661532904,1.03229950670682,"Not Significant"
"SPATA16",-0.107845999117161,3.52127045631477,-4.06593355107086,6.47366306207393e-05,0.00025645566442258,1.03121162038035,"Not Significant"
"TSSK4",-0.102733797810426,4.64319346609075,-4.06537097524207,6.48829345837157e-05,0.000256984282247697,1.02908381530156,"Not Significant"
"SENP6",-0.243666561947188,7.87016472895985,-4.06480255696633,6.50310777127575e-05,0.000257519973480297,1.02693417301003,"Not Significant"
"CYP20A1",-0.171251173036229,6.95587038847106,-4.06436362275806,6.51456946093577e-05,0.00025792271637806,1.02527439223737,"Not Significant"
"PROP1",-0.178829063209503,6.2669308857052,-4.06413581927693,6.52052557023831e-05,0.000258107367697067,1.02441304030052,"Not Significant"
"HOOK3",0.246827426953476,8.03172123530585,4.06365407479759,6.53313825923556e-05,0.000258555386546406,1.02259164585906,"Not Significant"
"WFIKKN1",-0.165265771863536,5.66307392692114,-4.06344529750836,6.5386115297712e-05,0.00025872073434162,1.02180235262689,"Not Significant"
"PCDHB16",0.31052078899677,6.67321651326454,4.06280229473835,6.55549582993994e-05,0.000259337440497565,1.01937166963152,"Not Significant"
"EVPL",0.167318341026816,5.92479411429838,4.06261347443252,6.56046185236245e-05,0.000259482505027896,1.01865795359662,"Not Significant"
"GPR149",-0.13061928918626,4.91834360474118,-4.06244523411744,6.56488963355828e-05,0.000259606227560272,1.01802205157235,"Not Significant"
"PRDM10-DT",-0.186896349233614,4.18930898452242,-4.06206198436691,6.57498670206208e-05,0.000259954046688416,1.01657355877866,"Not Significant"
"RAB3IP",-0.346061386084243,6.70918556948015,-4.06165322297865,6.58577219520211e-05,0.0002603289408806,1.01502877590812,"Not Significant"
"EIF4EBP1",-0.365217935191994,7.20478624714455,-4.06144841107643,6.59118265309825e-05,0.000260491259028461,1.01425480578225,"Not Significant"
"H1-1",0.183797071595377,5.48067010622766,4.05993444749674,6.63130808269234e-05,0.000262025217890597,1.00853469580647,"Not Significant"
"OR4L1",-0.102785869161124,4.15047961622469,-4.05969484663095,6.63767963921715e-05,0.000262225105050877,1.00762959773974,"Not Significant"
"BCAN",-0.181958561944223,5.654588952527,-4.05944113916517,6.64443267788748e-05,0.000262439980834733,1.00667126237599,"Not Significant"
"DLST",0.187640617671507,7.45684675808462,4.05868693178094,6.66454638581205e-05,0.00026318238337329,1.00382268464317,"Not Significant"
"AWAT2",-0.122538652171178,4.38321713372162,-4.05839384363437,6.67237828838631e-05,0.000263439580810888,1.00271583982937,"Not Significant"
"SPAG6",-0.127716569394957,3.69217952591977,-4.05813731958489,6.67924031613865e-05,0.000263658391451687,1.00174713615736,"Not Significant"
