"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032963","GO:0032963","collagen metabolic process","13/299","111/16958",0.117117117117117,6.64238151194673,7.99002778252534,7.8574891451195e-08,2.43653595218206e-05,2.08204664524746e-05,"MMP14/ITGA2/MMP11/INHBA/COL1A1/KLK6/COL1A2/FAP/MMP1/CTSK/MMP12/MMP7/PRSS2",13
"GO:0035987","GO:0035987","endodermal cell differentiation","9/299","51/16958",0.176470588235294,10.0086563053315,8.63172250488485,2.3204643229862e-07,6.59591983808828e-05,5.63628571083228e-05,"LAMB3/MMP14/FN1/LAMA3/INHBA/DKK1/COL12A1/COL11A1/COL5A2",9
"GO:0042060","GO:0042060","wound healing","25/299","442/16958",0.0565610859728507,3.20790266196522,6.30121445792124,3.19477697184487e-07,8.38260326997142e-05,7.16302626318903e-05,"ITGA2/MYOF/FN1/PLAU/FERMT1/ITGB6/PLAT/CEACAM1/ANXA8/CD109/COMP/PDIA2/P2RX1/F11/PPARG/COL3A1/DUOX2/KRT6A/FAP/CD36/MMP12/TSPAN8/CELA2A/REG3G/REG3A",25
"GO:0001704","GO:0001704","formation of primary germ layer","13/299","130/16958",0.1,5.67157190635452,7.16315094125014,5.07559454401912e-07,0.000123663235640352,0.000105671588664579,"LAMB3/MMP14/ITGA2/ITGB4/ITGA3/FN1/LAMA3/LEF1/INHBA/DKK1/COL12A1/COL11A1/COL5A2",13
"GO:0043434","GO:0043434","response to peptide hormone","26/299","487/16958",0.053388090349076,3.02794393357736,6.08339590478618,5.57119624610773e-07,0.00012668900263649,0.000108257139687525,"SLC2A1/MST1R/PKM/GJB2/CEACAM1/INHBA/MET/EDNRA/BTG2/IGFBP5/RAB31/PDK4/COL1A1/TFF1/GRB14/CXCL12/PPARG/COL3A1/CTSK/PLA2G1B/CELA2A/REG3G/REG1B/REG1A/REG3A/SPINK1",26
"GO:0001706","GO:0001706","endoderm formation","9/299","60/16958",0.15,8.50735785953177,7.80424205070298,9.81296798587563e-07,0.000209200211248886,0.000178763870742695,"LAMB3/MMP14/FN1/LAMA3/INHBA/DKK1/COL12A1/COL11A1/COL5A2",9
"GO:0022617","GO:0022617","extracellular matrix disassembly","9/299","65/16958",0.138461538461538,7.85294571649087,7.41594020027572,1.96445076117808e-06,0.000394161267434026,0.00033681511812397,"MMP14/MMP11/FAP/MMP1/CTSK/MMP12/MMP7/PRSS1/PRSS2",9
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","21/299","376/16958",0.0558510638297872,3.16763324557034,5.69438609925649,3.52275365804254e-06,0.000667561818199061,0.00057043888181987,"CDH3/ITGA3/SULF1/RUNX2/FERMT1/LEF1/ITGB6/INHBA/ADAM9/DKK1/CD109/ID1/GREM1/COMP/COL1A2/PPARG/PDCD4/COL3A1/SLC39A5/TNFAIP6/HPGD",21
"GO:0061041","GO:0061041","regulation of wound healing","12/299","138/16958",0.0869565217391304,4.93180165769958,6.21303484155982,6.09606986870014e-06,0.0010585830173558,0.00090457077722483,"PLAU/FERMT1/PLAT/CEACAM1/CD109/F11/DUOX2/FAP/CD36/TSPAN8/REG3G/REG3A",12
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","21/299","390/16958",0.0538461538461538,3.05392333419089,5.49752394416614,6.20687785022455e-06,0.0010585830173558,0.00090457077722483,"CDH3/SFN/SULF1/SERPINB5/RUNX2/MIR492/CEACAM1/EFNB2/NRP2/PROX1/SULF2/CD109/RGN/EGF/CXCL12/PPARG/MMP12/REG3G/PKHD1/REG3A/SPINK1",21
"GO:0019730","GO:0019730","antimicrobial humoral response","13/299","166/16958",0.0783132530120482,4.44159245678366,5.9696368497993,7.9421765748687e-06,0.00129003639508939,0.00110235022234644,"SLPI/CXCL12/KRT6A/CCL20/PLA2G1B/PRSS3/CXCL10/REG3G/MMP7/REG1B/REG1A/PRSS2/REG3A",13
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","15/299","222/16958",0.0675675675675676,3.83214317996927,5.69051404081549,9.75741406987611e-06,0.00151284269965216,0.00129274064877928,"MMP14/ITGA3/CEACAM6/EFNA5/FN1/PLAU/POSTN/FERMT1/EDIL3/AGR2/GREM1/COL1A1/CD36/MMP12/PKHD1",15
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","21/299","403/16958",0.0521091811414392,2.95540967824925,5.32244682299168,1.0237103506121e-05,0.00151820695910342,0.00129732446720591,"CDH3/ITGA3/SULF1/RUNX2/FERMT1/LEF1/ITGB6/INHBA/ADAM9/DKK1/CD109/ID1/GREM1/COMP/COL1A2/PPARG/PDCD4/COL3A1/SLC39A5/TNFAIP6/HPGD",21
"GO:0006959","GO:0006959","humoral immune response","17/299","285/16958",0.0596491228070175,3.38304289150971,5.43541932579792,1.30443598694679e-05,0.00185392964644813,0.00158420317888406,"SLPI/CD55/C5/CXCL12/KRT6A/C6/CCL20/PLA2G1B/PRSS3/C7/CXCL10/REG3G/MMP7/REG1B/REG1A/PRSS2/REG3A",17
"GO:0031638","GO:0031638","zymogen activation","7/299","46/16958",0.152173913043478,8.63065290097426,6.94270592500365,1.46617049179441e-05,0.00200044301900429,0.0017094004596963,"MMP14/PLAU/PLAT/F11/KLK1/CUZD1/PRSS3",7
"GO:0050878","GO:0050878","regulation of body fluid levels","20/299","384/16958",0.0520833333333333,2.95394370122631,5.18859331010398,1.68023032404929e-05,0.0022043329366662,0.0018836266264342,"ITGA2/ANO1/PLAU/HK2/PLAT/CEACAM1/AGR2/ANXA8/COMP/PDIA2/P2RX1/F11/COL3A1/FAP/CD36/TSPAN8/CELA2A/CEL/CFTR/SPINK1",20
"GO:0007492","GO:0007492","endoderm development","9/299","85/16958",0.105882352941176,6.0051937831989,6.19754724590629,1.85958473074441e-05,0.00234927537650711,0.00200748152804338,"LAMB3/MMP14/FN1/LAMA3/INHBA/DKK1/COL12A1/COL11A1/COL5A2",9
"GO:0008544","GO:0008544","epidermis development","20/299","388/16958",0.0515463917525773,2.92349067337862,5.13488041154019,1.95043534254461e-05,0.00237604819764988,0.00203035919680678,"LAMB3/LAMC2/CDH3/SFN/COL17A1/LAMA3/FERMT1/INHBA/MET/SCEL/KRT17/ADAM9/KRT7/IGFBP5/DKK1/CD109/KRT6C/KRT6A/REG3G/REG3A",20
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","10/299","109/16958",0.0917431192660551,5.20327697830689,5.89793297841297,2.28565311348384e-05,0.00258796946307046,0.00221144823812807,"ITGA2/ITGB4/ITGA3/FN1/ITGA11/FERMT1/ITGB6/CEACAM1/ADAM9/COL3A1",10
"GO:0022600","GO:0022600","digestive system process","10/299","109/16958",0.0917431192660551,5.20327697830689,5.89793297841297,2.28565311348384e-05,0.00258796946307046,0.00221144823812807,"GCNT3/VSIG1/TFF1/MUC4/MUC13/CD36/PNLIP/TFF2/CEL/SPINK1",10
"GO:0015711","GO:0015711","organic anion transport","22/299","460/16958",0.0478260869565217,2.71249091173477,4.98858276228515,2.38197176612314e-05,0.00258796946307046,0.00221144823812807,"SLC2A1/SLC6A14/SLC6A6/CEACAM1/SLC7A2/SLC1A2/ACSL5/SLC16A12/ABAT/SLC43A1/SLC16A10/SPX/PPARG/SLC39A5/SLCO1B3/CD36/SLC38A3/SLC17A4/PLA2G1B/FABP4/SLC4A4/CFTR",22
"GO:0043542","GO:0043542","endothelial cell migration","16/299","269/16958",0.0594795539033457,3.37342566920715,5.256809728167,2.42788105594414e-05,0.00258796946307046,0.00221144823812807,"S100P/MIR492/CEACAM1/MET/LOXL2/EFNB2/NRP2/PROX1/SRPX2/ID1/GREM1/EGF/PPARG/FAP/PRSS3/PRSS3P2",16
"GO:0060348","GO:0060348","bone development","14/299","215/16958",0.0651162790697674,3.69311659018434,5.3240654626133,2.91500950830031e-05,0.00295085852130412,0.00252154091113614,"MMP14/SULF1/RUNX2/ADAMTS12/ITGB6/TGM2/SULF2/GREM1/COL1A1/COMP/CLDN18/RGN/BGN/COL3A1",14
"GO:1900047","GO:1900047","negative regulation of hemostasis","7/299","51/16958",0.137254901960784,7.78451045970228,6.50063779045279,2.94134241349575e-05,0.00295085852130412,0.00252154091113614,"PLAU/PLAT/CEACAM1/COMP/F11/FAP/TSPAN8",7
"GO:0002062","GO:0002062","chondrocyte differentiation","10/299","114/16958",0.087719298245614,4.97506307574957,5.70505024717905,3.37704492040163e-05,0.00327191008000118,0.00279588298277192,"MBOAT2/SULF1/RUNX2/ADAMTS12/LOXL2/COL11A1/SULF2/GREM1/COMP/COL3A1",10
"GO:1900046","GO:1900046","regulation of hemostasis","8/299","71/16958",0.112676056338028,6.39050355645579,6.09772591839633,3.45320325066087e-05,0.00327191008000118,0.00279588298277192,"PLAU/PLAT/CEACAM1/COMP/F11/FAP/CD36/TSPAN8",8
"GO:0016485","GO:0016485","protein processing","14/299","222/16958",0.0630630630630631,3.57666696797132,5.1771957235246,4.14679060167154e-05,0.00376430180120272,0.00321663709902339,"TMPRSS4/CTSE/MMP14/PLAU/PLAT/ADAM9/ERO1B/COMP/KLK6/BACE1/F11/KLK1/CUZD1/PRSS3",14
"GO:0043589","GO:0043589","skin morphogenesis","4/299","12/16958",0.333333333333333,18.9052396878484,8.31233047436739,4.19359332880984e-05,0.00376430180120272,0.00321663709902339,"ITGA2/ITGB4/COL1A1/COL1A2",4
"GO:0007044","GO:0007044","cell-substrate junction assembly","9/299","95/16958",0.0947368421052632,5.37306812180954,5.72619674079999,4.55098304385009e-05,0.00398035978527504,0.00340126101171954,"MMP14/ITGA2/ITGB4/EFNA5/FN1/COL17A1/LAMA3/CDH11/GREM1",9
"GO:0030277","GO:0030277","maintenance of gastrointestinal epithelium","5/299","24/16958",0.208333333333333,11.8157748049052,7.10344659231136,5.3193701699804e-05,0.00451316142977582,0.00385654584982001,"VSIG1/TFF1/MUC4/MUC13/TFF2",5
"GO:0007369","GO:0007369","gastrulation","13/299","199/16958",0.0653266331658292,3.70504697400044,5.14236547183032,5.42479092995628e-05,0.00451316142977582,0.00385654584982001,"LAMB3/MMP14/ITGA2/ITGB4/ITGA3/FN1/LAMA3/LEF1/INHBA/DKK1/COL12A1/COL11A1/COL5A2",13
"GO:0046942","GO:0046942","carboxylic acid transport","18/299","352/16958",0.0511363636363636,2.90023563393129,4.8264955819058,5.64467690352193e-05,0.0045842840280746,0.00391732088868477,"SLC2A1/SLC6A14/SLC6A6/CEACAM1/SLC7A2/SLC1A2/ACSL5/SLC16A12/ABAT/SLC43A1/SLC16A10/SPX/PPARG/SLCO1B3/CD36/SLC38A3/PLA2G1B/FABP4",18
"GO:0015849","GO:0015849","organic acid transport","18/299","353/16958",0.0509915014164306,2.89201966896264,4.81259371749053,5.85462736817516e-05,0.00464421719833616,0.00396853443879486,"SLC2A1/SLC6A14/SLC6A6/CEACAM1/SLC7A2/SLC1A2/ACSL5/SLC16A12/ABAT/SLC43A1/SLC16A10/SPX/PPARG/SLCO1B3/CD36/SLC38A3/PLA2G1B/FABP4",18
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","10/299","123/16958",0.0813008130081301,4.61103407020692,5.38472119260687,6.47695153553571e-05,0.00502110947448007,0.00429059301480823,"MMP14/CEACAM6/EFNA5/PLAU/POSTN/FERMT1/GREM1/CD36/MMP12/PKHD1",10
"GO:0098739","GO:0098739","import across plasma membrane","13/299","203/16958",0.0640394088669951,3.63204112229599,5.05421966665887,6.65326985112777e-05,0.00504317854715485,0.00430945127901118,"SLC2A1/SLC6A14/SLC6A6/SLC7A2/SLC1A2/ACSL5/SLC43A1/AQP8/P2RX1/SLC39A5/CD36/KCNJ16/SLC38A3",13
"GO:0051216","GO:0051216","cartilage development","13/299","204/16958",0.0637254901960784,3.61423699914748,5.03253061097906,6.99570509862412e-05,0.00518746741117541,0.00443274769292682,"MBOAT2/SULF1/RUNX2/ADAMTS12/LOXL2/COL11A1/SULF2/GREM1/COL1A1/COMP/BGN/COL3A1/CTSK",13
"GO:0071559","GO:0071559","response to transforming growth factor beta","16/299","296/16958",0.0540540540540541,3.06571454397541,4.80328369326917,7.64188906215874e-05,0.00550628197150879,0.00470517822497117,"CDH3/ITGA3/POSTN/FERMT1/ITGB6/ADAM9/MXRA5/CD109/ID1/COL1A1/ACTA2/COL1A2/PPARG/COL3A1/CTSK/HPGD",16
"GO:1903034","GO:1903034","regulation of response to wounding","12/299","178/16958",0.0674157303370786,3.82353162226147,5.07332073270947,7.74850585260692e-05,0.00550628197150879,0.00470517822497117,"PLAU/FERMT1/PLAT/CEACAM1/CD109/F11/DUOX2/FAP/CD36/TSPAN8/REG3G/REG3A",12
"GO:0150115","GO:0150115","cell-substrate junction organization","9/299","102/16958",0.0882352941176471,5.00432815266575,5.43423137048992,7.96765162975932e-05,0.00554646116512429,0.0047395117857795,"MMP14/ITGA2/ITGB4/EFNA5/FN1/COL17A1/LAMA3/CDH11/GREM1",9
"GO:0043616","GO:0043616","keratinocyte proliferation","7/299","60/16958",0.116666666666667,6.61683389074693,5.83895586998364,8.5700659176142e-05,0.00568801974324362,0.00486047514050258,"CDH3/SFN/FERMT1/EFNB2/CD109/REG3G/REG3A",7
"GO:0001894","GO:0001894","tissue homeostasis","15/299","268/16958",0.0559701492537313,3.17438726101932,4.80686321389897,8.67127020371352e-05,0.00568801974324362,0.00486047514050258,"SLC2A1/CDH3/NOX4/VSIG1/PDK4/COMP/CLDN18/TFF1/IAPP/MUC4/COL3A1/MUC13/CTSK/NT5E/TFF2",15
"GO:0060249","GO:0060249","anatomical structure homeostasis","15/299","268/16958",0.0559701492537313,3.17438726101932,4.80686321389897,8.67127020371352e-05,0.00568801974324362,0.00486047514050258,"SLC2A1/CDH3/NOX4/VSIG1/PDK4/COMP/CLDN18/TFF1/IAPP/MUC4/COL3A1/MUC13/CTSK/NT5E/TFF2",15
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","10/299","128/16958",0.078125,4.43091555183946,5.21985687979952,9.06600255723062e-05,0.00580839459392655,0.00496333676822127,"CXCL12/KRT6A/CCL20/PLA2G1B/CXCL10/REG3G/MMP7/REG1B/REG1A/REG3A",10
"GO:0007596","GO:0007596","blood coagulation","14/299","239/16958",0.0585774058577406,3.32225969409888,4.84384487371976,9.19534764210009e-05,0.00580839459392655,0.00496333676822127,"ITGA2/PLAU/PLAT/CEACAM1/ANXA8/COMP/PDIA2/P2RX1/F11/COL3A1/FAP/CD36/TSPAN8/CELA2A",14
"GO:0071772","GO:0071772","response to BMP","12/299","184/16958",0.0652173913043478,3.69885124327468,4.93122909960526,0.000106374197999186,0.00647932838170043,0.00553665703495764,"ITGA3/SULF1/RUNX2/LEF1/ADAMTS12/DKK1/GREM1/COMP/PPARG/PDCD4/SLC39A5/TNFAIP6",12
"GO:0071773","GO:0071773","cellular response to BMP stimulus","12/299","184/16958",0.0652173913043478,3.69885124327468,4.93122909960526,0.000106374197999186,0.00647932838170043,0.00553665703495764,"ITGA3/SULF1/RUNX2/LEF1/ADAMTS12/DKK1/GREM1/COMP/PPARG/PDCD4/SLC39A5/TNFAIP6",12
"GO:0050817","GO:0050817","coagulation","14/299","243/16958",0.0576131687242798,3.26757229172688,4.76976220579916,0.000109659673213932,0.00656226570759162,0.00560752788789248,"ITGA2/PLAU/PLAT/CEACAM1/ANXA8/COMP/PDIA2/P2RX1/F11/COL3A1/FAP/CD36/TSPAN8/CELA2A",14
"GO:0034698","GO:0034698","response to gonadotropin","5/299","28/16958",0.178571428571429,10.1278069756331,6.47593713670987,0.000116093132801054,0.00682747717214476,0.00583415398776986,"ITGA3/EFNA5/GJB2/INHBA/EDNRA",5
"GO:0009612","GO:0009612","response to mechanical stimulus","13/299","215/16958",0.0604651162790698,3.42932254802831,4.80256678178941,0.000118964077729091,0.00687773676498184,0.00587710136006873,"SLC2A1/MMP14/ITGA2/POSTN/TTN/SCEL/BTG2/COL11A1/COL1A1/BACE1/CXCL12/BNIP3/CXCL10",13
"GO:0006939","GO:0006939","smooth muscle contraction","9/299","108/16958",0.0833333333333333,4.7263099219621,5.2044703438537,0.000124107397513705,0.0069793741708527,0.00596395163606633,"ITGA2/SULF1/EDNRA/SULF2/COMP/ABAT/ACTA2/P2RX1/SPX",9
"GO:0007599","GO:0007599","hemostasis","14/299","246/16958",0.0569105691056911,3.22772384914485,4.71520234485864,0.000124814372448553,0.0069793741708527,0.00596395163606633,"ITGA2/PLAU/PLAT/CEACAM1/ANXA8/COMP/PDIA2/P2RX1/F11/COL3A1/FAP/CD36/TSPAN8/CELA2A",14
"GO:0048771","GO:0048771","tissue remodeling","12/299","188/16958",0.0638297872340425,3.62015228065182,4.83976825154779,0.000130404499806532,0.00717435078774324,0.00613056128971625,"MMP14/CEACAM1/NOX4/EDNRA/IGFBP5/PDK4/GREM1/CLDN18/IAPP/SEMA3C/PPARG/CTSK",12
"GO:0015909","GO:0015909","long-chain fatty acid transport","7/299","66/16958",0.106060606060606,6.01530353704267,5.46908022660201,0.000157933810793999,0.00820248259050271,0.00700911117070222,"SLC2A1/ACSL5/SPX/PPARG/CD36/PLA2G1B/FABP4",7
"GO:0090303","GO:0090303","positive regulation of wound healing","7/299","66/16958",0.106060606060606,6.01530353704267,5.46908022660201,0.000157933810793999,0.00820248259050271,0.00700911117070222,"PLAU/FERMT1/PLAT/DUOX2/CD36/REG3G/REG3A",7
"GO:0010232","GO:0010232","vascular transport","8/299","88/16958",0.0909090909090909,5.15597446032229,5.23651443388586,0.000161115899608233,0.00820248259050271,0.00700911117070222,"SLC2A1/SLC6A6/SLC7A2/SLC1A2/SLC16A12/CD36/SLC38A3/SLC4A4",8
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","8/299","88/16958",0.0909090909090909,5.15597446032229,5.23651443388586,0.000161115899608233,0.00820248259050271,0.00700911117070222,"ITGA2/ITGB4/ITGA3/PLAU/ITGA11/FERMT1/ITGB6/ADAM9",8
"GO:0150104","GO:0150104","transport across blood-brain barrier","8/299","88/16958",0.0909090909090909,5.15597446032229,5.23651443388586,0.000161115899608233,0.00820248259050271,0.00700911117070222,"SLC2A1/SLC6A6/SLC7A2/SLC1A2/SLC16A12/CD36/SLC38A3/SLC4A4",8
"GO:0061448","GO:0061448","connective tissue development","15/299","285/16958",0.0526315789473684,2.98503784544974,4.52762017252758,0.000171048873753037,0.00858011335840602,0.00733180079600867,"MBOAT2/SULF1/RUNX2/ADAMTS12/LOXL2/COL11A1/SULF2/GREM1/COL1A1/COMP/BGN/ACTA2/PPARG/COL3A1/CTSK",15
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","6/299","48/16958",0.125,7.08946488294314,5.65996291123915,0.000188119207752148,0.00929963213974751,0.00794663747163538,"CDH3/SFN/EFNB2/CD109/REG3G/REG3A",6
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","15/299","289/16958",0.0519031141868512,2.94372244274456,4.46492365553328,0.000199019954161683,0.00969795805207858,0.00828701132441655,"CDH3/ITGA3/POSTN/FERMT1/ITGB6/ADAM9/CD109/ID1/COL1A1/ACTA2/COL1A2/PPARG/COL3A1/CTSK/HPGD",15
"GO:0030193","GO:0030193","regulation of blood coagulation","7/299","69/16958",0.101449275362319,5.75376860064951,5.30085903698177,0.000209171064330358,0.010049049301843,0.00858702264093051,"PLAU/PLAT/CEACAM1/F11/FAP/CD36/TSPAN8",7
"GO:0002063","GO:0002063","chondrocyte development","5/299","32/16958",0.15625,8.86183110367893,5.96358166231867,0.000224543599563431,0.0106377530293175,0.00909007642092309,"SULF1/RUNX2/COL11A1/SULF2/COMP",5
"GO:0030195","GO:0030195","negative regulation of blood coagulation","6/299","50/16958",0.12,6.80588628762542,5.50798879832497,0.000236521399067396,0.0108444551834789,0.0092667056745369,"PLAU/PLAT/CEACAM1/F11/FAP/TSPAN8",6
"GO:0044539","GO:0044539","long-chain fatty acid import into cell","4/299","18/16958",0.222222222222222,12.6034931252323,6.59863245850487,0.000238444485124866,0.0108444551834789,0.0092667056745369,"SLC2A1/ACSL5/SPX/CD36",4
"GO:0051917","GO:0051917","regulation of fibrinolysis","4/299","18/16958",0.222222222222222,12.6034931252323,6.59863245850487,0.000238444485124866,0.0108444551834789,0.0092667056745369,"PLAU/PLAT/F11/FAP",4
"GO:0030509","GO:0030509","BMP signaling pathway","11/299","172/16958",0.063953488372093,3.62716807964533,4.63942451464147,0.000243340396840306,0.0109215012318722,0.00933254236635469,"ITGA3/SULF1/RUNX2/LEF1/DKK1/GREM1/COMP/PPARG/PDCD4/SLC39A5/TNFAIP6",11
"GO:0015695","GO:0015695","organic cation transport","9/299","119/16958",0.0756302521008403,4.28942413085636,4.82415048105759,0.000259329448447876,0.0114879577747494,0.00981658568355663,"SLC6A14/SLC6A6/SLC7A2/SLC1A2/SLC43A1/SLC16A10/AQP8/PDZK1/SLC38A3",9
"GO:0030216","GO:0030216","keratinocyte differentiation","11/299","175/16958",0.0628571428571429,3.56498805542284,4.5693583025881,0.000282561507328501,0.012356632070481,0.0105588773791177,"CDH3/SFN/SCEL/KRT17/ADAM9/KRT7/CD109/KRT6C/KRT6A/REG3G/REG3A",11
"GO:0089718","GO:0089718","amino acid import across plasma membrane","6/299","52/16958",0.115384615384615,6.54412143040906,5.36413394075527,0.000294221179563478,0.0127036511834307,0.0108554090101435,"SLC6A14/SLC6A6/SLC7A2/SLC1A2/SLC43A1/SLC38A3",6
"GO:0050819","GO:0050819","negative regulation of coagulation","6/299","53/16958",0.113207547169811,6.42064744115606,5.29501444346158,0.000326930253074839,0.0139394886654784,0.0119114456679504,"PLAU/PLAT/CEACAM1/F11/FAP/TSPAN8",6
"GO:0048333","GO:0048333","mesodermal cell differentiation","5/299","35/16958",0.142857142857143,8.10224558050645,5.63477618353638,0.000346676966250546,0.0145153016023603,0.0124034841262589,"ITGA2/ITGB4/ITGA3/INHBA/DKK1",5
"GO:0050818","GO:0050818","regulation of coagulation","7/299","75/16958",0.0933333333333333,5.29346711259755,4.99228766452863,0.000351738931439699,0.0145153016023603,0.0124034841262589,"PLAU/PLAT/CEACAM1/F11/FAP/CD36/TSPAN8",7
"GO:0001666","GO:0001666","response to hypoxia","15/299","305/16958",0.0491803278688525,2.78929765886288,4.22446690840942,0.000354243558963409,0.0145153016023603,0.0124034841262589,"SLC2A1/MMP14/ITGA2/PLAU/POSTN/HK2/PLAT/INHBA/EGLN3/EDNRA/LOXL2/ABAT/CXCL12/BNIP3/PPARG",15
"GO:0015718","GO:0015718","monocarboxylic acid transport","11/299","180/16958",0.0611111111111111,3.46596060943887,4.45592561867179,0.000359756005939824,0.0145153016023603,0.0124034841262589,"SLC2A1/CEACAM1/ACSL5/SLC16A12/SLC16A10/SPX/PPARG/SLCO1B3/CD36/PLA2G1B/FABP4",11
"GO:1903035","GO:1903035","negative regulation of response to wounding","8/299","99/16958",0.0808080808080808,4.58308840917537,4.79010304632993,0.000363212759756339,0.0145153016023603,0.0124034841262589,"PLAU/PLAT/CEACAM1/CD109/F11/FAP/TSPAN8/REG3A",8
