"Gene","Module","MM","MM_pval","GS_adjacent_non_tumor","pval_GS_adjacent_non_tumor","GS_Tumor","pval_GS_Tumor","SignificantModule","HubGene"
"CDNF","green",-0.771081218899379,9.34102911318351e-49,0.430288077200396,2.78513724830191e-12,-0.430288077200396,2.78513724830191e-12,TRUE,FALSE
"CECR2","green",-0.790078368335774,1.04131564503182e-52,0.533960695207901,3.64472641338847e-19,-0.533960695207901,3.64472641338847e-19,TRUE,FALSE
"CEP170","green",0.818043525118757,2.44035540925755e-59,-0.443096321989617,5.19051563587598e-13,0.443096321989617,5.19051563587598e-13,TRUE,TRUE
"CKLF","green",0.740349383825245,4.13961631582887e-43,-0.543473691381191,6.37870145573122e-20,0.543473691381191,6.37870145573122e-20,TRUE,FALSE
"CLIC4","green",0.772970424567625,3.93185617567038e-49,-0.379455412174582,1.1335446128322e-09,0.379455412174582,1.1335446128322e-09,TRUE,FALSE
"CNN3","green",0.574135135671479,1.56380767952789e-22,-0.0930163066661812,0.149975871644723,0.0930163066661812,0.149975871644723,TRUE,FALSE
"CNPY4","green",0.620691133578337,4.62833684312693e-27,-0.179319847900746,0.00523856385904164,0.179319847900746,0.00523856385904164,TRUE,FALSE
"COG7","green",0.639477382565235,4.11745626019638e-29,-0.41713746931702,1.45452234881764e-11,0.41713746931702,1.45452234881764e-11,TRUE,FALSE
"COL10A1","green",0.788139539080649,2.75121236511265e-52,-0.603157077557129,2.87295138052877e-25,0.603157077557129,2.87295138052877e-25,TRUE,FALSE
"COL12A1","green",0.930220879033764,4.99637274567908e-106,-0.493211130929102,3.5329463120025e-16,0.493211130929102,3.5329463120025e-16,TRUE,TRUE
"COL1A1","green",0.869812593349397,2.77425558934457e-75,-0.477007842115588,4.25855176605788e-15,0.477007842115588,4.25855176605788e-15,TRUE,TRUE
"COL1A2","green",0.876657793796745,6.70321482651032e-78,-0.446925070488483,3.09809383092728e-13,0.446925070488483,3.09809383092728e-13,TRUE,TRUE
"COL3A1","green",0.858890649251662,2.11573887531286e-71,-0.425716742079511,4.98793938024412e-12,0.425716742079511,4.98793938024412e-12,TRUE,TRUE
"COL4A1","green",0.823856385670506,7.32930329339833e-61,-0.392293759129138,2.7321851764611e-10,0.392293759129138,2.7321851764611e-10,TRUE,TRUE
