"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",198,0.482232738822686,2.43713019450744,1e-10,3.33333333333333e-10,6.31578947368421e-11,4097,"tags=48%, list=21%, signal=39%","SLC2A1/GAPDH/ALDOA/LDHA/HK2/SLC6A6/PGK1/EGLN3/SYTL2/ERO1A/IGFBP5/BHLHE40/TES/AK4/SERPINH1/PLK1/RIT1/SKAP2/GPI/BUB1/PRDX1/P4HA1/CYB5B/TPI1/TUBA4A/DHFR/ENO1/ELOVL6/SQLE/ACTR3/PFKL/DAPP1/AURKA/CTSC/NMT1/PSMC4/M6PR/MCM4/IDH1/IFI30/CALR/G6PD/ATP2A2/DHCR24/STIP1/SLC1A5/SQSTM1/CD9/GLRX/STC1/DDIT3/ITGB2/PNP/DHCR7/PLOD2/EBP/DDX39A/SORD/MLLT11/TBK1/SLC7A11/MCM2/PDK1/SLC7A5/ACSL3/PSME3/FADS2/SLC2A3/LGMN/ACTR2/LDLR/SCD/UBE2D3/RRP9/TXNRD1/WARS1/ACACA/PSMA4/HMGCR/HMGCS1/PSMA3/STARD4/PSMC2/TFRC/ELOVL5/GLA/SC5D/RPN1/GSK3B/PSMD14/RRM2/NFKBIB/CXCR4/DDIT4/UNG/SRD5A1"
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",200,0.4726744126592,2.39830416933594,1e-10,3.33333333333333e-10,6.31578947368421e-11,3907,"tags=40%, list=20%, signal=32%","TSPAN1/ITGA2/IGFBP3/ANO1/PLEK2/PLAU/MMP11/MALL/SLPI/KCNN4/PLAT/MPZL2/INHBA/JUP/ERO1A/ETV1/PTPRR/ANXA10/PLAUR/DCBLD2/ADAM8/PRDM1/IL2RG/AVL9/CCL20/TRIB2/USH1C/ANKH/PRRX1/TFPI/LIF/HKDC1/BPGM/DUSP6/MMP9/TMEM176A/LAPTM5/GPNMB/CXCL10/CBL/GLRX/ITGB2/BIRC3/F2RL1/STRN/WNT7A/SPON1/ADAM17/EREG/PDCD1LG2/ETV4/RGS16/ITGBL1/PSMB8/FCER1G/CFB/CFH/TOR1AIP2/TMEM176B/SPP1/CSF2RA/PIGR/CTSS/MMP10/HBEGF/GALNT3/GFPT2/ST6GAL1/MMD/LCP1/TNFAIP3/HSD11B1/EPHB2/PRELID3B/ETS1/AMMECR1/FUCA1/C3AR1/ADGRA2"
"HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",199,0.471873968582311,2.3964292353493,1e-10,3.33333333333333e-10,6.31578947368421e-11,4061,"tags=43%, list=20%, signal=35%","SLC2A1/IGFBP3/ANXA2/GAPDH/ALDOA/LDHA/HK2/SLC6A6/PFKP/PGK1/ERO1A/TGM2/PLAC8/BHLHE40/ENO2/TES/HS3ST1/PLAUR/TGFBI/COL5A1/AK4/BGN/MYH9/HK1/EFNA1/GPI/CP/P4HA1/TPI1/AMPD3/ENO1/NDRG1/PFKL/ALDOC/PGM2/SDC4/KLF7/LOX/S100A4/MIF/LXN/GYS1/KDELR3/IDS/BNIP3L/CCNG2/PRKCA/HEXA/TPBG/CAVIN3/PFKFB3/GLRX/VEGFA/STC1/DDIT3/EXT1/CAVIN1/FOSL2/ADM/F3/TMEM45A/EGFR/PDK1/EFNA3/PRDX5/SLC2A3/ATP7A/TGFB3/GPC1/KDM3A/HOXB9/PGF/WSB1/IER3/PIM1/ISG20/SERPINE1/PPFIA4/TNFAIP3/SDC3/ETS1/ANKZF1/CAV1/NAGK/CXCR4/DDIT4"
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",200,0.468880864364219,2.37905607286877,1e-10,3.33333333333333e-10,6.31578947368421e-11,3885,"tags=42%, list=19%, signal=35%","MMP14/LY6E/PCDH7/CD55/INHBA/MET/CD82/AHR/GNA15/PLAUR/MXD1/DCBLD2/IRAK2/TIMP1/AXL/PSEN1/IL18/BST2/IL4R/PDPN/HRH1/OSMR/TNFAIP6/CCL20/OLR1/RIPK2/TNFSF15/ITGB8/ITGA5/IFNGR2/LIF/IL1A/PTAFR/IRF1/HIF1A/ABCA1/NOD2/ATP2A2/NMI/ITGB3/IFITM1/P2RY2/SGMS2/CXCL8/TPBG/CXCL10/SRI/TAPBP/EIF2AK2/ICAM1/EMP3/RELA/EREG/ADM/MSR1/RTP4/F3/TNFSF10/PTPRE/RGS16/ROS1/SPHK1/RGS1/CLEC5A/LDLR/PVR/HBEGF/LYN/GPR132/CXCL9/CYBB/ATP2C1/TNFRSF9/KCNJ2/RHOG/LCP2/OSM/SERPINE1/EDN1/PTGIR/CCRL2/AQP9/MARCO/ADRM1/C3AR1"
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",200,0.463488227807606,2.35169435750813,1e-10,3.33333333333333e-10,6.31578947368421e-11,4243,"tags=48%, list=21%, signal=38%","MMP14/FN1/LGALS3/CD55/PLAT/ADAM9/DGKH/CTSB/PLAUR/KYNU/COL4A2/TIMP1/PSEN1/TIMP2/PPP4C/CP/CDA/CTSD/OLR1/CD59/GPD2/PDP1/MMP12/LRP1/CTSC/PSMB9/SERPINB2/ZEB1/F5/IRF1/MMP13/GNAI2/DOCK9/DUSP6/SERPINA1/C4BPB/ANXA5/CTSV/ITGAM/CASP10/S100A13/SRC/IRF2/GRB2/PLA2G4A/CTSH/CDH13/CSRP1/GATA3/CBLB/ERAP2/PRKCD/F3/GNB4/DYRK2/C1R/FCER1G/USP14/CFB/PLA2G7/EHD1/CFH/CEBPB/CD46/C1S/LGMN/PLSCR1/CTSS/C1QC/ZFPM2/ATOX1/LYN/PFN1/GNB2/C1QA/CASP1/C2/PIM1/RHOG/LCP2/APOC1/SERPINE1/CTSL/KIF2A/TNFAIP3/STX4/APOBEC3G/HSPA1A/LAP3/DPP4/GMFB/RCE1/PDGFB/DUSP5/CALM1"
"HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TGF_BETA_SIGNALING",54,0.649252498306486,2.62217323245038,4.97698271270769e-10,1.55530709772115e-09,2.94689765884008e-10,5052,"tags=72%, list=25%, signal=54%","RAB31/SMURF1/PMEPA1/ID1/ACVR1/CTNNB1/BMPR2/RHOA/SLC20A1/TGFB1/LTBP2/SMAD3/BCAR3/TGIF1/IFNGR2/SKIL/NCOR2/ID3/HDAC1/PPP1CA/TGFBR1/SPTBN1/SMURF2/TJP1/WWTR1/SMAD6/UBE2D3/THBS1/SERPINE1/CDH1/JUNB/XIAP/FKBP1A/SKI/PPP1R15A/ENG/MAP3K7/ID2/SMAD7"
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY",198,0.428940110479613,2.16779743622841,8.23852719058167e-10,2.42309623252402e-09,4.59112970372972e-10,4163,"tags=42%, list=21%, signal=34%","ITGB4/SFN/SERPINB5/S100A10/SDC1/F2R/VDR/KRT17/CD82/GPX2/EPHA2/RAP2B/MXD1/PERP/TAX1BP3/KIF13B/TSC22D1/TGFA/PTPN14/TGFB1/SP1/PLXNB2/TM4SF1/CTSD/NDRG1/ZNF365/FAS/TRAF4/S100A4/DGKA/BAK1/TRAFD1/LIF/ST14/IL1A/IFI30/RNF19B/CDKN2B/UPP1/SERTAD3/BAX/EPS8L2/BAIAP2/H1-2/DDIT3/PLK3/APP/ABCC5/SLC3A2/SAT1/CDH13/TP63/PTPRE/RGS16/SLC7A11/ABHD4/RB1/SPHK1/VAMP8/HEXIM1/DRAM1/GM2A/HBEGF/PLK2/ZMAT3/CCP110/BLCAP/CASP1/PCNA/TP53/IER3/RALGDS/CCNK/CDKN2A/TCN2/GADD45A/CCND3/FUCA1/CSRNP2/MDM2/DDIT4/RETSAT/DDB2/PHLDA3"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",143,0.456192662211331,2.19078334262694,1.89901197917725e-08,5.27503327549235e-08,9.99479989040656e-09,2363,"tags=30%, list=12%, signal=27%","ANXA2/PIAS3/MET/RUNX1/INPP4B/FHL2/IGFBP5/BHLHE40/MGLL/COL11A1/ERBB2/ID1/COL1A1/IRS1/PDGFRB/COL1A2/COL5A2/PPARG/LTBP1/COL3A1/ATP2B4/NEK7/SMAD3/SIPA1L1/ABCC1/RASA2/APBB2/CDC42BPA/ATXN1/TFPI/DLG1/SNAI2/SYNJ2/PRKCA/ITGB3/SRI/GCNT1/PMP22/MAPK14/F3/TJP1/RND3/LAMC1"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",199,0.40695250808738,2.06672321999301,2.3914552848089e-08,6.29330338107605e-08,1.19241537746704e-08,4206,"tags=39%, list=21%, signal=31%","PLEC/CAPG/HK2/ECM1/CDCP1/BCL2L1/TNFRSF21/TGM2/BHLHE40/AHR/MYO1E/SPRY4/MXD1/BMPR2/ADAM19/IKZF2/ST3GAL4/IL4R/P4HA1/NT5E/CDC6/ITGAV/NDRG1/GBP4/CTSZ/IRF6/LIF/AHNAK/HOPX/IFITM3/ITGA6/SLC1A5/IL2RA/F2RL2/SYT11/GSTO1/TWSG1/BATF/IL1R2/CXCL10/PHLDA1/MUC1/PNP/SNX9/ETV4/TNFSF10/NCOA3/SPRED2/RGS16/IFNGR1/NOP2/RNH1/COL6A1/SPP1/CCNE1/SLC2A3/GPX4/PLSCR1/PHTF2/NCS1/HYCC2/SYNGR2/TNFRSF9/PIM1/PRNP/CD86/IKZF4/PRAF2/TTC39B/CCND3/MYO1C/GLIPR2/TIAM1/CYFIP1/MAPKAPK2/PTGER2/UCK2"
"HALLMARK_COAGULATION","HALLMARK_COAGULATION",138,0.447618876137515,2.13566945766033,1.12760258752567e-07,2.81900646881418e-07,5.34127541459529e-08,3161,"tags=41%, list=16%, signal=34%","CTSE/MMP14/ITGA2/FN1/PLAU/MMP11/CAPN2/PLAT/RAC1/ADAM9/CTSB/BMP1/COMP/CAPN5/TIMP1/SPARC/WDR1/MMP1/CTSK/OLR1/MMP2/ANXA1/KLF7/LRP1/FBN1/SERPINB2/DUSP6/GNG12/MMP9/F2RL2/ITGB3/SERPINA1/CRIP2/CTSV/CD9/S100A13/MMP3/CTSH/MMP7/CSRP1/TIMP3/ARF4/F3/C1R/GDA/CFB/CFH/HTRA1/C1S/LGMN/MMP10/GNB2/GSN/THBS1/C1QA/PRSS23"
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",194,0.393056689548274,1.98133816679978,6.05331125050519e-07,1.44126458345362e-06,2.73081710549106e-07,4572,"tags=38%, list=23%, signal=29%","CAPG/F2R/INHBA/FLNA/ELF4/TIMP1/B2M/IL18/IL4R/IL2RG/TGFB1/BCL10/TAP2/THY1/STAT1/FAS/RIPK2/IFNGR2/LIF/TGFB2/HIF1A/IKBKB/GBP2/IL2RA/MMP9/FCGR2B/CD80/TAPBP/IL7/ITGB2/ICAM1/GCNT1/TRAF2/UBE2D1/CCL13/CD74/NCK1/EREG/DARS1/EGFR/IFNGR1/CD47/NME1/IL16/DEGS1/CTSS/IFNAR2/LYN/CXCL9/WARS1/FYB1/EIF4G3/C2/TLR6/CD86/LCP2/CDKN2A/HLA-DMB/BRCA1/IGSF6/ETS1/CCND3/CD4/HLA-DRA/CCR1/HLA-DQA1/HDAC9/TLR2/GALNT1/ICOSLG/JAK2/SOCS5/PTPN6"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",199,0.378318783536571,1.92130580093798,9.44920359269926e-07,2.14754627106801e-06,4.06903503991834e-07,3969,"tags=38%, list=20%, signal=31%","LAMC2/KRT19/MYOF/TRIM29/SFN/FLNB/GALE/AGR2/RAB31/DLG5/TOP2A/NBL1/PERP/TFF1/STIL/KLK10/SLC16A1/TMPRSS3/ATP2B4/CDC6/KIF20A/SLC24A3/RAPGEFL1/NMU/ALDH3B1/TJP3/SCNN1A/EMP2/PTGES/ABHD2/GJB3/ST14/MDK/CDC20/NCOR2/TFF3/PLK4/PKP3/DYNLT3/CXCL14/OPN3/SERPINA1/BATF/GFUS/CD9/TPBG/CCND1/FDFT1/DHCR7/SORD/SLC7A5/AREG/MYB/PDLIM3/BLVRB/PLAAT3/ASS1/RBBP8/CLIC3/KRT13/FRK/PRSS23/EEIG1/LSR/ELOVL5/ISG20/GINS2/GLA/LLGL2/NAB2/CYP4F11/ITPK1/CDH1/CAV1/RNASEH2A/TIAM1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",199,0.371847412655561,1.88844070685654,2.12260212535273e-06,4.61435244641897e-06,8.74298358268858e-07,3545,"tags=37%, list=18%, signal=31%","SLC2A1/KRT19/MYOF/MLPH/SFN/FLNB/SEC14L2/FHL2/TGM2/ZNF185/RAB31/BHLHE40/CELSR1/NBL1/TFF1/CANT1/LAD1/KLK10/SLC37A1/SLC16A1/TMPRSS3/SLC24A3/RAPGEFL1/B4GALT1/ALDH3B1/TJP3/PMAIP1/SCNN1A/PTGES/ABHD2/NADSYN1/TSKU/NCOR2/TFF3/SLC1A1/ELF3/DYNLT3/OPN3/P2RY2/TPBG/KRT15/MUC1/CCND1/FDFT1/INPP5F/ENDOD1/DHCR7/SNX24/KRT8/CALB2/SLC7A5/AREG/CLDN7/SVIL/MYB/HES1/ISG20L2/PDLIM3/MED24/BLVRB/PLAAT3/THSD4/RBBP8/CLIC3/KRT13/UGCG/FRK/PRSS23/AKAP1/EEIG1/MSMB/ELOVL5/GJA1/GLA"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",87,0.475133510463067,2.11599581834684,2.75541827755196e-06,5.74045474489992e-06,1.08766510955998e-06,2732,"tags=36%, list=14%, signal=31%","TNFRSF21/STAT2/IL13RA1/IRF9/IL4R/IL2RG/TGFB1/OSMR/STAT1/FAS/PDGFC/BAK1/IFNGR2/IRF1/TNFRSF12A/TNFRSF1A/MYD88/IL2RA/ITGB3/PTPN1/CD9/IL1R2/CXCL10/CBL/IL7/GRB2/IL10RB/IFNGR1/LTBR/CSF2RA/STAT3"
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",199,0.36443446736818,1.85079379266016,5.06450645307751e-06,1.0129012906155e-05,1.91918139274516e-06,5289,"tags=46%, list=26%, signal=34%","LDHA/PGK1/CCNA2/PSMB3/KPNA2/EIF4G2/HDGF/CDK2/CSTF2/PSMD1/PSMC4/H2AZ1/MCM4/CDC45/CDC20/UBE2E1/TYMS/PSMD3/MAD2L1/SF3B3/UBE2L3/AIMP2/MCM2/BUB3/TFDP1/FAM120A/XPO1/CAD/PSMD8/NME1/G3BP1/RFC4/PSMB2/PSMD7/MRPL9/SNRPA/PSMA6/RRP9/ERH/PABPC1/GOT2/PSMA4/MCM7/SNRPD1/ILF2/PCNA/SNRPB2/PHB1/AP3S1/PTGES3/CDK4/EIF4A1/PRPF31/MCM6/SNRPG/PSMA1/PSMD14/SRPK1/HNRNPC/PPM1G/CCT5/YWHAQ/MCM5/VBP1/RUVBL2/CCT3/GLO1/PSMA7/PPIA/CBX3/SSB/RRM1/RAN/RNPS1/EIF4H/APEX1/PSMA2/KPNB1/LSM7/EXOSC7/SET/VDAC1/SNRPD2/PSMC6/CUL1/ORC2/PCBP1/CTPS1/PA2G4/VDAC3/CCT7"
