"Gene","Module","MM","MM_pval","GS_adjacent_non_tumor","pval_GS_adjacent_non_tumor","GS_Tumor","pval_GS_Tumor","SignificantModule","HubGene"
"TRIM38","pink",0.827922535574671,5.8404643976771e-62,-0.280702629659829,9.675749071978e-06,0.280702629659829,9.675749071978e-06,FALSE,TRUE
"ACTA2","green",0.880393425187529,2.14555729049637e-79,-0.462399930648103,3.59890671268258e-14,0.462399930648103,3.59890671268258e-14,TRUE,TRUE
"ACVR1","green",0.846621178897137,2.06538864848611e-67,-0.459637592554579,5.32769199905763e-14,0.459637592554579,5.32769199905763e-14,TRUE,TRUE
"ADAM9","green",0.814518572005143,1.92471874139485e-58,-0.522116580502061,2.960306813801e-18,0.522116580502061,2.960306813801e-18,TRUE,TRUE
"ADAMTS12","green",0.871915994154814,4.51966110381251e-76,-0.552778200717852,1.09850642562752e-20,0.552778200717852,1.09850642562752e-20,TRUE,TRUE
"AEBP1","green",0.845383696929064,4.98748022639155e-67,-0.508265301950376,3.09809112702808e-17,0.508265301950376,3.09809112702808e-17,TRUE,TRUE
"AFAP1","green",0.874998897338291,2.98232690006024e-77,-0.527856945502167,1.08367944798641e-18,0.527856945502167,1.08367944798641e-18,TRUE,TRUE
"ANOS1","green",0.816023439222993,8.01338753417854e-59,-0.52605394193959,1.48892775774917e-18,0.52605394193959,1.48892775774917e-18,TRUE,TRUE
"ANTXR1","green",0.930362584529108,3.95274383988187e-106,-0.575133150856549,1.27225596997997e-22,0.575133150856549,1.27225596997997e-22,TRUE,TRUE
"ANXA1","green",0.806901282752475,1.44147421071909e-56,-0.386724020978782,5.10356844713037e-10,0.386724020978782,5.10356844713037e-10,TRUE,TRUE
"ANXA2","green",0.807519554692921,1.02281485147765e-56,-0.579012017350564,5.6674106797611e-23,0.579012017350564,5.6674106797611e-23,TRUE,TRUE
"ANXA2P2","green",0.813781430683591,2.9479030911354e-58,-0.591835500550663,3.61782536872471e-24,0.591835500550663,3.61782536872471e-24,TRUE,TRUE
"APOL1","green",0.841379880328173,8.2035816140687e-66,-0.598158570861318,8.9003202298666e-25,0.598158570861318,8.9003202298666e-25,TRUE,TRUE
